-0.01 -0.000804675 2.46992e-05 2.40517e-05 0.0804675 1.96071e-05 0.00100584 20 0.030255 0.031165 0.0302496 0.00151275 0.000526428 3.8147e-05
-0.05 -0.00475313 0.000747531 0.000724939 0.0950625 2.31634e-05 0.00118828 20 0.03504 0.036185 0.0349572 0.001752 0.000526428 3.8147e-05
-0.1 -0.0102843 0.00328352 0.00317776 0.102843 2.50591e-05 0.00128553 20 0.03752 0.039025 0.0376172 0.001876 0.000526428 3.8147e-05
-0.15 -0.0183345 0.00901249 0.00867633 0.12223 2.97831e-05 0.00152788 20 0.04355 0.04548 0.0435834 0.0021775 0.000526428 3.8147e-05
-0.2 -0.029494 0.019636 0.0187661 0.14747 3.59332e-05 0.00184337 20 0.05182 0.054335 0.0516497 0.002591 0.000526428 3.8147e-05
-0.25 -0.0433556 0.0371014 0.0352217 0.173423 4.22569e-05 0.00216778 20 0.0597575 0.0633775 0.0598065 0.00298787 0.000526428 3.8147e-05
-0.3 -0.0618555 0.0645197 0.0606935 0.206185 5.024e-05 0.00257731 20 0.0699725 0.0744375 0.0695413 0.00349862 0.000526428 3.8147e-05
-0.35 -0.0836622 0.103979 0.0969799 0.239035 5.82444e-05 0.00298794 20 0.0797275 0.0856425 0.079286 0.00398638 0.000526428 3.8147e-05
-0.4 -0.107032 0.155126 0.143671 0.26758 6.51998e-05 0.00334475 20 0.08772 0.09477 0.0870752 0.004386 0.000526428 3.8147e-05
-0.45 -0.149576 0.251559 0.229186 0.33239 8.09917e-05 0.00415488 20 0.107498 0.118597 0.107042 0.00537488 0.000526428 3.8147e-05
-0.5 -0.194919 0.373239 0.335246 0.389838 9.49896e-05 0.00487297 20 0.123808 0.138363 0.123034 0.00619038 0.000526428 3.8147e-05
-0.55 -0.257616 0.558189 0.491823 0.468392 0.000114131 0.00585491 20 0.146768 0.167378 0.145837 0.00733838 0.000526428 3.8147e-05
-0.6 -0.323298 0.786836 0.682314 0.53883 0.000131294 0.00673537 20 0.166155 0.19272 0.165113 0.00830775 0.000526428 3.8147e-05
-0.65 -0.419456 1.13891 0.96297 0.645318 0.000157241 0.00806647 20 0.196428 0.232883 0.194299 0.00982138 0.000526428 3.8147e-05
-0.7 -0.563056 1.71551 1.39848 0.804365 0.000195995 0.0100546 20 0.240975 0.29506 0.236991 0.0120488 0.000526428 3.8147e-05
-0.75 -0.728781 2.48773 1.95661 0.971707 0.000236771 0.0121463 20 0.287518 0.365882 0.283216 0.0143759 0.000526428 3.8147e-05
-0.8 -0.892694 3.37059 2.57368 1.11587 0.000271898 0.0139483 20 0.326105 0.42685 0.320506 0.0163053 0.000526428 3.8147e-05
-0.85 -1.18168 4.99719 3.60081 1.39022 0.000338747 0.0173777 20 0.40142 0.550555 0.389417 0.020071 0.000526428 3.8147e-05
-0.9 -1.48369 7.01029 4.80894 1.64855 0.000401693 0.0206068 20 0.471128 0.677793 0.455831 0.0235564 0.000526428 3.8147e-05
-0.95 -1.8806 10.0116 6.47497 1.97958 0.000482354 0.0247448 20 0.55968 0.855 0.541758 0.027984 0.000526428 3.8147e-05
-1 -2.32092 13.9002 8.51355 2.32092 0.000565526 0.0290115 20 0.649738 1.05491 0.632749 0.0324869 0.000526428 3.8147e-05
-1.05 -2.93705 19.8279 11.2017 2.79719 0.000681576 0.0349648 20 0.776185 1.34702 0.744552 0.0388092 0.000526428 3.8147e-05
-1.1 -3.6331 27.6567 14.4573 3.30281 0.000804779 0.0412852 20 0.908692 1.68917 0.863445 0.0454346 0.000526428 3.8147e-05
-1.15 -4.72459 41.9251 19.6033 4.10834 0.00100106 0.0513543 20 1.12104 2.31391 1.05719 0.0560518 0.000526428 3.8147e-05
-1.2 -5.73873 57.5993 24.6664 4.78227 0.00116527 0.0597784 20 1.29559 2.88486 1.2063 0.0647796 0.000526428 3.8147e-05
-1.25 -7.03214 80.3207 30.8697 5.62571 0.00137079 0.0703214 20 1.51435 3.67252 1.37925 0.0757176 0.000526428 3.8147e-05
-1.3 -8.98892 122.198 41.3977 6.91456 0.00168483 0.086432 20 1.84882 5.11041 1.69226 0.0924411 0.000526428 3.8147e-05
-1.35 -10.8305 167.923 50.6222 8.02262 0.00195483 0.100283 20 2.13262 6.44698 1.89891 0.106631 0.000526428 3.8147e-05
-1.4 -13.1992 236.554 62.336 9.42798 0.00229727 0.11785 20 2.49244 8.36839 2.15614 0.124622 0.000526428 3.8147e-05
-1.45 -16.5867 354.918 79.8007 11.4391 0.0027873 0.142988 20 3.01019 11.6123 2.55109 0.150509 0.000526428 3.8147e-05
-1.5 -20.6113 522.846 98.0214 13.7409 0.00334816 0.171761 20 3.59932 15.8595 2.9044 0.179966 0.000526428 3.8147e-05
-1.55 -24.3745 708.374 114.259 15.7255 0.00383174 0.196568 20 4.10144 19.9733 3.15151 0.205072 0.000526428 3.8147e-05
